1	103.3	106.66	119.16	105	100	105.71	106.07	105.71	105.53	100
2	108.5	109.5	108.5	108	100	104.72	105	105.41	104.4	100
3	114.97	115.94	124.15	117.87	100	104.44	104.88	104.55	104.33	100
4	106.74	109.12	107.93	105.95	100	104.36	104.27	104.36	104.27	100
5	104.35	106.41	105.12	104.61	100	104	104.18	104.08	103.93	100
6	102.82	103.80	103.47	102.71	100	104	104	104.09	103.86	100
7	102.77	104.16	103.70	102.68	100	105	105	105	104.87	100
8	104	104.83	104.18	103.94	100	102.43	102.51	102.43	102.51	100
